Category,Description,Amount,Date
miscellaneous,language learning app,688.21,2022-08-31
miscellaneous,personal savings deposit,657.55,2021-04-15
miscellaneous,online course fee coursera,1359.62,2023-09-07
miscellaneous,language learning app,623.62,2023-10-11
miscellaneous,language learning app,1655.15,2020-10-16
miscellaneous,financial advisor fee,975.28,2020-10-28
miscellaneous,paypal transfer to friend,373.24,2021-08-23
miscellaneous,investment robinhood stocks,250.62,2023-02-16
miscellaneous,online course fee coursera,339.83,2022-08-29
miscellaneous,car insurance premium,1760.76,2021-02-06
miscellaneous,birthday gift purchase,454.7,2021-11-01
miscellaneous,charity donation red cross,868.65,2021-09-07
miscellaneous,paypal transfer to friend,1208.41,2023-11-23
miscellaneous,paypal transfer to friend,78.65,2022-12-27
miscellaneous,credit card debt payment,1937.18,2022-03-06
miscellaneous,personal savings deposit,1684.91,2022-02-24
miscellaneous,investment robinhood stocks,1838.71,2024-12-16
miscellaneous,investment robinhood stocks,67.63,2024-10-27
miscellaneous,charity donation red cross,894.88,2023-07-18
miscellaneous,personal savings deposit,1235.34,2024-03-25
miscellaneous,investment robinhood stocks,988.55,2024-02-18
miscellaneous,gym monthly membership,1996.64,2024-03-25
miscellaneous,car insurance premium,1206.97,2023-06-28
miscellaneous,birthday gift purchase,50.76,2024-04-30
miscellaneous,car insurance premium,1718.61,2023-08-18
miscellaneous,gym monthly membership,1486.32,2021-12-15
miscellaneous,car insurance premium,1706.94,2023-03-23
miscellaneous,credit card debt payment,915.1,2021-08-08
miscellaneous,charity donation red cross,1366.51,2023-09-29
miscellaneous,paypal transfer to friend,684.45,2021-10-31
miscellaneous,paypal transfer to friend,1607.81,2023-04-18
miscellaneous,student loan monthly payment,1631.16,2021-07-01
miscellaneous,personal savings deposit,910.02,2022-04-22
miscellaneous,gym monthly membership,1555.2,2021-04-07
miscellaneous,car insurance premium,1057.73,2020-01-29
miscellaneous,birthday gift purchase,1632.81,2022-10-29
miscellaneous,gym monthly membership,721.4,2022-06-27
miscellaneous,gym monthly membership,308.27,2022-12-10
miscellaneous,online course fee coursera,580.29,2021-11-16
miscellaneous,charity donation red cross,691.3,2021-07-18
miscellaneous,gym monthly membership,272.79,2024-12-03
miscellaneous,online course fee coursera,255.71,2023-07-14
miscellaneous,financial advisor fee,343.63,2021-10-13
miscellaneous,personal savings deposit,672.3,2022-10-29
miscellaneous,student loan monthly payment,80.28,2021-05-21
miscellaneous,car insurance premium,489.02,2020-01-05
miscellaneous,financial advisor fee,118.3,2020-06-06
miscellaneous,student loan monthly payment,1384.95,2023-04-02
miscellaneous,online course fee coursera,1159.73,2023-06-05
miscellaneous,credit card debt payment,924.49,2022-10-20
miscellaneous,gym monthly membership,1621.21,2022-01-04
miscellaneous,investment robinhood stocks,1791.35,2020-01-16
miscellaneous,student loan monthly payment,1647.13,2023-11-11
miscellaneous,credit card debt payment,464.37,2020-07-31
miscellaneous,credit card debt payment,117.17,2020-11-05
miscellaneous,gym monthly membership,78.53,2020-10-25
miscellaneous,personal savings deposit,1348.18,2021-10-08
miscellaneous,paypal transfer to friend,954.83,2023-12-24
miscellaneous,personal savings deposit,1391.11,2022-04-13
miscellaneous,gym monthly membership,1742.57,2022-12-04
miscellaneous,charity donation red cross,1561.86,2021-05-01
miscellaneous,birthday gift purchase,1281.99,2021-06-19
miscellaneous,paypal transfer to friend,1026.32,2023-07-02
miscellaneous,financial advisor fee,1075.29,2022-08-21
miscellaneous,paypal transfer to friend,902.13,2024-07-05
miscellaneous,financial advisor fee,1845.73,2023-05-31
miscellaneous,paypal transfer to friend,539.71,2020-06-24
miscellaneous,student loan monthly payment,1448.97,2023-11-28
miscellaneous,online course fee coursera,1280.93,2022-02-19
miscellaneous,online course fee coursera,1533.23,2022-01-13
miscellaneous,financial advisor fee,608.02,2020-07-20
miscellaneous,student loan monthly payment,1359.66,2020-09-26
miscellaneous,student loan monthly payment,1898.39,2021-11-12
miscellaneous,car insurance premium,1807.94,2022-10-15
miscellaneous,credit card debt payment,1613.64,2022-02-06
miscellaneous,language learning app,1418.98,2021-04-18
miscellaneous,investment robinhood stocks,366.38,2023-05-18
miscellaneous,online course fee coursera,322.92,2024-12-04
miscellaneous,paypal transfer to friend,1211.94,2022-11-23
miscellaneous,birthday gift purchase,1440.34,2024-01-17
miscellaneous,credit card debt payment,224.79,2021-01-11
miscellaneous,online course fee coursera,155.34,2022-07-20
miscellaneous,credit card debt payment,880.77,2024-10-03
miscellaneous,student loan monthly payment,1940.62,2023-04-27
miscellaneous,investment robinhood stocks,1231.25,2023-09-16
miscellaneous,paypal transfer to friend,282.78,2024-02-03
miscellaneous,investment robinhood stocks,652.23,2023-04-10
miscellaneous,charity donation red cross,991.72,2020-11-26
miscellaneous,personal savings deposit,490.53,2021-01-21
miscellaneous,language learning app,89.43,2021-09-24
miscellaneous,birthday gift purchase,285.55,2021-08-04
miscellaneous,personal savings deposit,1525.54,2022-01-20
miscellaneous,investment robinhood stocks,130.09,2021-08-24
miscellaneous,personal savings deposit,718.93,2022-10-22
miscellaneous,online course fee coursera,1678.63,2022-03-22
miscellaneous,online course fee coursera,1940.26,2023-05-21
miscellaneous,online course fee coursera,221.97,2021-11-30
miscellaneous,charity donation red cross,954.32,2023-12-23
miscellaneous,charity donation red cross,843.86,2021-11-18
miscellaneous,financial advisor fee,1627.97,2020-03-23
miscellaneous,birthday gift purchase,366.3,2022-11-20
miscellaneous,credit card debt payment,1696.87,2021-02-03
miscellaneous,birthday gift purchase,443.39,2020-12-15
miscellaneous,online course fee coursera,1598.9,2024-03-05
miscellaneous,language learning app,1554.01,2024-07-07
miscellaneous,personal savings deposit,1300.9,2020-04-11
miscellaneous,language learning app,175.93,2024-05-09
miscellaneous,paypal transfer to friend,1979.14,2023-01-09
miscellaneous,financial advisor fee,1549.71,2021-09-02
miscellaneous,language learning app,1481.38,2021-06-23
miscellaneous,language learning app,814.53,2020-06-15
miscellaneous,car insurance premium,391.6,2020-06-04
miscellaneous,language learning app,1358.56,2022-10-05
miscellaneous,personal savings deposit,148.85,2022-11-24
miscellaneous,investment robinhood stocks,759.06,2022-05-11
miscellaneous,online course fee coursera,1228.39,2021-04-16
miscellaneous,investment robinhood stocks,666.91,2023-08-10
miscellaneous,car insurance premium,1554.54,2022-04-19
miscellaneous,online course fee coursera,800.67,2023-05-03
miscellaneous,student loan monthly payment,1359.34,2023-04-16
miscellaneous,online course fee coursera,205.99,2020-06-17
miscellaneous,credit card debt payment,1979.41,2021-05-20
miscellaneous,gym monthly membership,1324.57,2023-05-26
miscellaneous,language learning app,556.0,2023-05-26
miscellaneous,language learning app,979.51,2020-11-24
miscellaneous,gym monthly membership,678.62,2023-10-29
miscellaneous,investment robinhood stocks,167.8,2020-10-07
miscellaneous,student loan monthly payment,1160.97,2022-07-26
miscellaneous,online course fee coursera,526.9,2022-04-13
miscellaneous,online course fee coursera,301.45,2023-01-20
miscellaneous,financial advisor fee,1698.0,2022-09-07
miscellaneous,paypal transfer to friend,434.79,2022-11-16
miscellaneous,paypal transfer to friend,935.27,2024-10-06
miscellaneous,personal savings deposit,1524.16,2021-06-09
miscellaneous,online course fee coursera,1140.61,2023-06-09
miscellaneous,student loan monthly payment,1169.25,2020-02-20
miscellaneous,online course fee coursera,757.37,2023-03-31
miscellaneous,gym monthly membership,1244.39,2022-02-12
miscellaneous,investment robinhood stocks,435.45,2023-06-25
miscellaneous,car insurance premium,494.24,2024-01-25
miscellaneous,online course fee coursera,1647.36,2021-09-25
miscellaneous,paypal transfer to friend,473.7,2021-08-19
miscellaneous,charity donation red cross,1103.44,2023-08-04
miscellaneous,investment robinhood stocks,1313.52,2023-07-16
miscellaneous,credit card debt payment,738.36,2024-06-14
miscellaneous,student loan monthly payment,973.22,2020-11-20
miscellaneous,language learning app,817.29,2024-09-06
miscellaneous,online course fee coursera,1418.29,2021-02-09
miscellaneous,online course fee coursera,1544.82,2020-02-19
miscellaneous,birthday gift purchase,526.19,2024-03-10
miscellaneous,language learning app,1625.24,2021-06-24
miscellaneous,paypal transfer to friend,1970.94,2023-06-15
miscellaneous,language learning app,584.2,2020-10-07
miscellaneous,financial advisor fee,1132.05,2024-08-04
miscellaneous,charity donation red cross,448.29,2023-07-22
miscellaneous,student loan monthly payment,327.52,2021-05-19
miscellaneous,paypal transfer to friend,727.86,2021-04-14
miscellaneous,gym monthly membership,1531.17,2020-10-03
miscellaneous,credit card debt payment,1953.35,2022-11-20
miscellaneous,car insurance premium,1903.52,2020-05-05
miscellaneous,birthday gift purchase,1231.65,2023-09-09
miscellaneous,personal savings deposit,1887.44,2024-11-24
miscellaneous,credit card debt payment,1527.48,2020-01-14
miscellaneous,student loan monthly payment,72.95,2021-06-20
miscellaneous,car insurance premium,1533.25,2024-01-30
miscellaneous,birthday gift purchase,1908.88,2022-04-15
miscellaneous,student loan monthly payment,684.06,2022-09-12
miscellaneous,birthday gift purchase,1921.95,2022-05-13
miscellaneous,personal savings deposit,1446.39,2021-01-12
miscellaneous,investment robinhood stocks,1346.52,2020-07-30
miscellaneous,birthday gift purchase,1763.67,2022-01-21
miscellaneous,financial advisor fee,1451.57,2023-01-29
miscellaneous,gym monthly membership,1026.64,2022-07-22
miscellaneous,gym monthly membership,1693.24,2023-08-15
miscellaneous,personal savings deposit,570.09,2022-09-20
miscellaneous,online course fee coursera,1250.9,2024-09-02
miscellaneous,online course fee coursera,1554.95,2023-07-29
miscellaneous,charity donation red cross,680.44,2023-11-13
miscellaneous,birthday gift purchase,1357.59,2023-01-03
miscellaneous,investment robinhood stocks,136.38,2020-09-20
miscellaneous,personal savings deposit,1503.37,2023-03-21
miscellaneous,birthday gift purchase,1173.79,2021-04-18
miscellaneous,gym monthly membership,309.76,2022-11-15
miscellaneous,student loan monthly payment,1981.38,2022-04-21
miscellaneous,paypal transfer to friend,771.05,2020-03-07
miscellaneous,paypal transfer to friend,1300.25,2023-01-19
miscellaneous,credit card debt payment,1039.99,2023-04-10
miscellaneous,investment robinhood stocks,1288.74,2022-08-01
miscellaneous,student loan monthly payment,650.15,2021-06-17
miscellaneous,personal savings deposit,152.17,2021-05-03
miscellaneous,language learning app,787.01,2021-10-11
miscellaneous,investment robinhood stocks,551.87,2022-12-15
miscellaneous,birthday gift purchase,1589.59,2023-11-16
miscellaneous,language learning app,53.47,2024-11-12
miscellaneous,personal savings deposit,733.14,2022-04-15
miscellaneous,car insurance premium,354.33,2023-04-01
miscellaneous,language learning app,1305.83,2022-01-31
miscellaneous,financial advisor fee,439.82,2023-03-27
miscellaneous,gym monthly membership,872.27,2024-05-12
miscellaneous,charity donation red cross,1336.27,2020-09-25
miscellaneous,student loan monthly payment,106.17,2023-01-30
miscellaneous,gym monthly membership,991.22,2022-07-17
miscellaneous,charity donation red cross,147.44,2024-03-20
miscellaneous,financial advisor fee,335.05,2020-01-22
miscellaneous,student loan monthly payment,453.34,2020-03-22
miscellaneous,car insurance premium,1377.89,2022-10-09
miscellaneous,gym monthly membership,410.7,2021-09-27
miscellaneous,online course fee coursera,1277.31,2021-12-13
miscellaneous,credit card debt payment,1949.78,2021-03-17
miscellaneous,charity donation red cross,952.63,2020-02-27
miscellaneous,personal savings deposit,249.17,2023-04-29
miscellaneous,credit card debt payment,769.31,2021-04-08
miscellaneous,car insurance premium,1064.68,2020-06-12
miscellaneous,online course fee coursera,1713.05,2022-01-31
miscellaneous,gym monthly membership,1070.43,2021-10-13
miscellaneous,online course fee coursera,30.44,2024-07-14
miscellaneous,personal savings deposit,547.13,2020-09-09
miscellaneous,paypal transfer to friend,1035.85,2020-09-18
miscellaneous,language learning app,1548.65,2022-08-16
miscellaneous,birthday gift purchase,1728.79,2022-01-26
miscellaneous,credit card debt payment,1432.79,2022-06-22
miscellaneous,car insurance premium,1229.94,2020-11-02
miscellaneous,personal savings deposit,1488.28,2023-05-14
miscellaneous,language learning app,1733.52,2024-08-08
miscellaneous,birthday gift purchase,1528.75,2020-04-10
miscellaneous,financial advisor fee,948.0,2020-01-08
miscellaneous,car insurance premium,1795.51,2021-02-07
miscellaneous,student loan monthly payment,1178.94,2020-11-28
miscellaneous,personal savings deposit,736.77,2023-02-28
miscellaneous,financial advisor fee,1623.78,2024-01-18
miscellaneous,birthday gift purchase,989.98,2022-08-20
miscellaneous,language learning app,1783.87,2020-12-10
miscellaneous,investment robinhood stocks,1516.34,2021-01-19
miscellaneous,paypal transfer to friend,338.91,2020-04-18
miscellaneous,charity donation red cross,1297.01,2023-08-15
miscellaneous,investment robinhood stocks,1221.15,2021-11-21
miscellaneous,paypal transfer to friend,1240.18,2024-12-15
miscellaneous,student loan monthly payment,1566.04,2023-04-02
miscellaneous,personal savings deposit,855.43,2023-04-07
miscellaneous,investment robinhood stocks,423.34,2020-12-08
miscellaneous,gym monthly membership,946.82,2024-07-05
miscellaneous,birthday gift purchase,1847.2,2024-11-03
miscellaneous,student loan monthly payment,1880.21,2021-09-30
miscellaneous,student loan monthly payment,586.57,2023-11-11
miscellaneous,student loan monthly payment,824.15,2023-11-01
miscellaneous,paypal transfer to friend,881.21,2021-03-13
miscellaneous,birthday gift purchase,439.02,2023-06-05
miscellaneous,language learning app,453.98,2021-05-31
miscellaneous,personal savings deposit,846.63,2020-02-17
miscellaneous,charity donation red cross,606.85,2023-07-27
miscellaneous,online course fee coursera,447.91,2021-09-01
miscellaneous,paypal transfer to friend,1992.28,2023-11-19
miscellaneous,personal savings deposit,1077.36,2021-01-14
miscellaneous,online course fee coursera,62.47,2022-02-23
miscellaneous,language learning app,1002.49,2020-10-11
miscellaneous,gym monthly membership,1423.47,2024-11-26
miscellaneous,birthday gift purchase,1328.02,2021-05-31
miscellaneous,birthday gift purchase,404.42,2021-12-06
miscellaneous,investment robinhood stocks,1680.12,2023-01-08
miscellaneous,credit card debt payment,148.23,2023-02-22
